permno,yyyymm,AM,AOP,Accruals,AccrualsBM,Activism1,Activism2,AgeIPO,AnalystRevision,AnalystValue,AnnouncementReturn,BM,BMdec,BPEBM,Beta,BetaLiquidityPS,BetaTailRisk,BidAskSpread,BookLeverage,CBOperProf,CF,CPVolSpread,Cash,ChAssetTurnover,ChEQ,ChForecastAccrual,ChInv,ChNAnalyst,ChNNCOA,ChNWC,ChTax,CitationsRD,CompEquIss,CompositeDebtIssuance,ConsRecomm,CoskewACX,Coskewness,CredRatDG,CustomerMomentum,DelBreadth,DelCOA,DelCOL,DelDRC,DelFINL,DelLTI,DelNetFin,DivInit,DivSeason,DivYieldST,DolVol,DownRecomm,EP,EarnSupBig,EarningsConsistency,EarningsForecastDisparity,EarningsSurprise,EntMult,EquityDuration,ExchSwitch,FEPS,FR,FirmAge,FirmAgeMom,Frontier,GP,Governance,GrAdExp,GrSaleToGrInv,GrSaleToGrOverhead,Herf,HerfAsset,High52,IO_ShortInterest,IdioVol3F,IdioVolAHT,IndIPO,IndMom,IndRetBig,IntMom,IntanCFP,IntanEP,IntanSP,InvGrowth,Investment,LRreversal,Leverage,MRreversal,MaxRet,MeanRankRevGrowth,Mom12m,Mom12mOffSeason,Mom6mJunk,MomOffSeason,MomOffSeason06YrPlus,MomOffSeason11YrPlus,MomRev,MomSeason,MomSeason06YrPlus,MomSeason11YrPlus,MomSeasonShort,MomVol,NOA,NetDebtFinance,NetEquityFinance,NetPayoutYield,NumEarnIncrease,OPLeverage,OperProf,OperProfRD,OptionVolume1,OptionVolume2,OrderBacklogChg,OrgCap,PS,PatentsRD,PctAcc,PctTotAcc,PredictedFE,PriceDelayRsq,PriceDelayTstat,ProbInformedTrading,RD,RDAbility,RDS,RDcap,REV6,RIO_Disp,RIO_Turnover,RIO_Volatility,RIVolSpread,RealizedVol,ResidualMomentum,ReturnSkew,ReturnSkew3F,RevenueSurprise,SP,ShareIss1Y,ShareIss5Y,ShareRepurchase,ShortInterest,SmileSlope,Spinoff,SurpriseRD,TotalAccruals,TrendFactor,UpRecomm,VarCF,VolSD,VolumeTrend,XFIN,betaVIX,dCPVolSpread,dNoa,dVolCall,dVolPut,grcapx,grcapx3y,hire,iomom_cust,realestate,retConglomerate,roaq,sfe,skew1,std_turn,tang,zerotrade,zerotradeAlt12,date
12070,201911,,,-0.21920076,,,,,,,0.01689806394279,,0.71871161,,0.940407261103186,-0.117203670897146,,0.003555371,-2.9358094,,,,,,-1.0082047,,0.0,,-0.038333602,-0.22392912,4.1988111e-05,,,-0.84982234,,-0.074225083,0.22514625,,0.0030681666,,0.0054879454,0.22468871,,0.038905952,0.075705841,-0.036873203,,,,-4.2147083,,,,,,,,-15.684299,,,,,,,,,,,0.14611094,,,0.96561211,,-0.0068455848763695,-0.0131105019383877,,,,,,,,,,,,,-0.0159074664115906,965.79999,,,,,,,,,,,,,-0.65937752,-0.0061477558,0.044658583,,,0.08396671,,,,,,,,,0.84578413,1.5105221,,0.074170165,-0.5931915,,,,19.81344,,,,,,,-0.0075967036429386,0.088658825,-0.104486792152593,-0.337796779075283,,,,,1.0,,,,0.0,0.031771,,,,-3.40730361827867,-0.013339622,0.039312955,-0.0004514389691574,,0.040845066,,,,,0.049751244,,,,,,,-0.0869648890857837,,1.8432551e-08,1.4576975e-08,2019-11-30
12070,201912,,,-0.21920076,,,,,,,0.01689806394279,,0.71871161,,0.910156098640021,-0.121254644487215,,0.0021775777,-2.9358094,,,,,,-1.0082047,,0.0,,-0.038333602,-0.22392912,9.3306908e-06,,,-0.84982234,,0.017103503,0.22937587,,0.025516856,,0.0054879454,0.22468871,,0.038905952,0.075705841,-0.036873203,,,,-4.1409268,,,,,,,,-15.684299,,,,,,,,,,,0.14611094,,,0.93672627,,-0.0067059589956714,-0.011844712391542,,,,,,,,,,,,,-0.0090565951541066,969.20001,,,,,,,,,,,,,-0.65937752,-0.0061477558,0.044658583,,,0.08396671,,,,,,,,,0.84578413,1.5105221,,0.074170165,-0.5931915,,,,19.81344,,,,,,,-0.0070836876544925,0.043562777,0.769531316018202,0.320618702671092,,,,,1.0,,,,0.0,0.031771,,,,-3.36772109119614,-0.011986198,0.039312955,-0.0015779538062561,,0.040845066,,,,,0.049751244,,,,,,,-0.0867467270021607,,1.8154925e-08,1.5594898e-08,2019-12-31
12528,201901,,,0.0041066278,,,,,,,-0.0241296514868736,,1.6224161,,1.45617563555012,-0.449539301324672,,0.011024387,-2.0799365,,,,,,-0.89071786,,0.0,,-0.013998382,0.011792637,0.0,,,-1.4879521,,0.44824606,0.10675586,,,,0.0041066273,0.0,,0.014558583,0.077565722,-0.063007168,,,,-2.545069,,,,,,,,-13.324503,,,,,,,,,,,,,,0.62546808,,-0.0238548355689465,-0.0196342424543476,,,,,,,,,,,,,-0.060317400842905,1795.3334,,,,,,,,,,,,,-0.81380779,0.018726503,0.041598823,,,0.029683396,,,,,,,,,5.360085,4.0169797,,0.98201746,0.94412035,,,,-0.013,,,,,,,-0.0257517478398713,-0.039678611,0.147576962439116,0.557508362095494,,,,,0.0,,,,,0.058749747,,,,-2.8576654986639,0.01658072,0.062567219,-0.0091944756034382,,0.07281737,,,,,,,,,,,,-0.0522307808979275,,2.5150165e-08,2.2208667e-08,2019-01-31
12528,201902,,,0.0041066278,,,,,,,-0.0765170743688941,,1.6224161,,1.46263566295855,-0.372453851450815,,0.022042874,-2.0799365,,,,,,-0.89071786,,0.0,,-0.013998382,0.011792637,0.0,,,-1.4879521,,0.30655253,0.10890406,,,,0.0041066273,0.0,,0.014558583,0.077565722,-0.063007168,,,,-3.2572126,,,,,,,,-13.324503,,,,,,,,,,,,,,0.67315173,,-0.0397525635385909,-0.0221025302583103,,,,,,,,,,,,,-0.139610409736633,1793.4667,,,,,,,,,,,,,-0.81380779,0.018726503,0.041598823,,,0.029683396,,,,,,,,,5.360085,4.0169797,,0.98201746,0.94412035,,,,-0.013,,,,,,,-0.046429145819903,0.18260224,-1.16672640124582,0.246796181503989,,,,,0.0,,,,,0.058749747,,,,-2.85464603322652,0.01687083,0.062567219,0.0438528149652881,,0.07281737,,,,,,,,,,,,-0.0522645580033375,,2.7655426e-08,2.3160929e-08,2019-02-28
12528,201903,,,-0.038686633,,,,,,,-0.0765170753002167,,1.1295029,,1.47138364773719,-0.358344420010989,,0.016468128,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.28507346,0.097261168,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-2.3388236,,,,,,,,-18.075787,,,,,,,,,,,,,,0.70842826,,-0.0162466491802812,-0.0220062300503038,,,,,,,,,,,,,-0.0253164302557707,2719.8,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.98201746,0.94412035,,,,-6.3010001,,,,,,,-0.0177192565931018,0.23164394,0.746028092307766,0.772521636936823,,,,,0.0,,,,,0.11082684,,,,-2.93334705956745,0.017963067,0.1416553,-0.0034015817557242,,0.19135122,,,,,,,,,,,,-0.053770954593802,,3.0536484e-08,2.4192119e-08,2019-03-31
12528,201904,,,-0.038686633,,,,,,,-0.0765170753002167,,1.1295029,,1.48497950671871,-0.347668400165286,,0.009138504,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.31788903,0.12731053,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-2.7511954,,,,,,,,-18.075787,,,,,,,,,,,,,,0.76659042,,-0.0163937712793709,-0.0224872060491164,,,,,,,,,,,,,-0.0578778386116028,2718.2,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.98201746,0.94412035,,,,-6.3010001,,,,,,,-0.0200351661990335,0.082542397,-0.838111750081402,-0.156673699649302,,,,,0.0,,,,,0.11082684,,,,-2.97110624723338,0.017561952,0.1416553,-0.0031717042528027,,0.19135122,,,,,,,,,,,,-0.0544140627394512,,3.2998155e-08,2.6779352e-08,2019-04-30
12528,201905,,,-0.038686633,,,,,,,-0.0590304546058178,,1.1295029,,1.53263219490445,-0.354965017352905,,0.010726823,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.42724907,0.18986121,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-1.9997044,,,,,,,,-18.075787,,,,,,,,,,,,,,0.63908046,,-0.0210800479931392,-0.0213846104959378,,,,,,,,,,,,,-0.0444444008171558,2717.6667,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.98201746,0.94412035,,,,-6.3010001,,,,,,,-0.0253673227780915,0.37261933,0.379835055705972,-0.530243659344891,,,,,0.0,,,,,0.11082684,,,,-3.06059100456597,0.017794443,0.1416553,-0.002989417331276,,0.19135122,,,,,,,,,,,,-0.0560526885208175,,3.5668478e-08,2.7743749e-08,2019-05-31
12528,201906,,,-0.038686633,,,,,,,-0.0590304546058178,,2.2165432,,1.41851523357422,-0.207122274288934,,0.016095817,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.36383367,0.24589039,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-2.2004328,,,,,,,,-18.075787,,,,,,,,,,,,,,0.58064508,,-0.0246925458182364,-0.0227621779685304,,,,,,,,,,,,,-0.063636302947998,2728.2666,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.98201746,0.94412035,,,,-6.3010001,,,,,,,-0.0284056442956643,0.29456919,-0.229979232347966,-0.382559985565174,,,,,0.0,,,,,0.11082684,,,,-3.12760478947434,0.01752021,0.1416553,0.0093028083223526,,0.19135122,,,,,,,,,,,,-0.0572867648804506,,4.1206491e-08,3.0422839e-08,2019-06-30
12528,201907,,,-0.038686633,,,,,,,-0.0590304546058178,,2.2165432,,1.40442379752996,-0.124181716055284,,0.0092537599,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.34703049,0.292566,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-1.8572278,,,,,,,,-18.075787,,,,,,,,,,,,,,0.69478905,,-0.0434190585785344,-0.0263625120730148,,,,,,,,,,,,,-0.184549391269684,2724.7334,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.79127729,3.8701093,,,,-6.3010001,,,,,,,-0.0454180562574367,0.024782928,-2.82789163457884,-2.61202191105659,,,,,0.0,,,,,0.11082684,,,,-3.20956019631628,0.018878788,0.1416553,0.0042450048409189,,0.19135122,,,,,,,,,,,,-0.0587968751064907,,4.4333497e-08,3.2386062e-08,2019-07-31
12528,201908,,,-0.038686633,,,,,,,-0.0324502550065517,,2.2165432,,1.40214327231571,-0.121321378507011,,0.013018886,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.26985896,0.25727305,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-1.8004178,,,,,,,,-18.075787,,,,,,,,,,,,,,0.63771707,,-0.0157848595212355,-0.0262647045319083,,,,,,,,,,,,,-0.0259259007871151,2721.8,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.79127729,3.8701093,,,,-6.3010001,,,,,,,-0.0165802676301517,0.056929465,0.292695715080854,0.107081840559894,,,,,0.0,,,,,0.11082684,,,,-3.09251021018319,0.017313004,0.1416553,0.0039748962695021,,0.19135122,,,,,,,,,,,,-0.0567079156796208,,4.786839e-08,3.4741831e-08,2019-08-31
12528,201909,,,-0.038686633,,,,,,,-0.0324502550065517,,2.2165432,,1.40304503602226,-0.10862270867455,,0.012974099,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.27031615,0.28536874,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-1.7016962,,,,,,,,-18.075787,,,,,,,,,,,,,,0.6507538,,-0.0155711101224936,-0.0265339225230139,,,,,,,,,,,,,-0.0383142307400703,2720.3333,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.79127729,3.8701093,,,,-6.3010001,,,,,,,-0.0158628910254498,0.065082595,-0.662271441474496,-0.663114150164352,,,,,0.0,,,,,0.11082684,,,,-3.02738431170441,0.017605975,0.1416553,0.0122507244135832,,0.19135122,,,,,,,,,,,,-0.0555588406802199,,4.8423985e-08,3.7761911e-08,2019-09-30
12528,201910,,,-0.038686633,,,,,,,-0.0324502550065517,,2.2165432,,1.40322366486377,-0.086800876583479,,0.010400902,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.25567582,0.25612026,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-1.7388873,,,,,,,,-18.075787,,,,,,,,,,,,,,0.55443043,,-0.0284250003662409,-0.0277730442580681,,,,,,,,,,,,,-0.0750000476837158,2720.8,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.79127729,3.8701093,,,,-6.3010001,,,,,,,-0.0294924567792136,-0.004905839,-0.490162935696945,-0.468040938558886,,,,,0.0,,,,,0.11082684,,,,-3.03389183441738,0.017655708,0.1416553,-0.0032255649821032,,0.19135122,,,,,,,,,,,,-0.0556783758329167,,4.5170371e-08,3.9480234e-08,2019-10-31
12528,201911,,,-0.038686633,,,,,,,-0.0324502550065517,,2.2165432,,1.39864500287249,-0.0881858324005282,,0.0096495347,-2.3089805,,,,,,-0.69756466,,0.0,,0.013289124,-0.011116393,0.0,,,-0.47052348,,0.30330446,0.25958675,,,,-0.038686633,0.0,,0.090842932,0.21345368,-0.12261073,,,,-1.7980839,,,,,,,,-18.075787,,,,,,,,,,,,,,0.59078592,,-0.0213112952848385,-0.0282564929014084,,,,,,,,,,,,,-0.0505050010979176,2719.8667,,,,,,,,,,,,,-0.68294424,0.09020219,0.033303235,,,0.035731044,,,,,,,,,1.709567,0.90190583,,0.79127729,3.8701093,,,,-6.3010001,,,,,,,-0.0226178657560726,-0.071140707,-0.464737425079086,-0.566202344399283,,,,,0.0,,,,,0.11082684,,,,-3.03484925253481,0.018687243,0.1416553,0.0039791172866337,,0.19135122,,,,,,,,,,,,-0.0557118854851959,,4.3240576e-08,3.9084263e-08,2019-11-30
