,primary_photo,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,primary_photo.href,tax_record,other_listings,community.advertisers,community.property_id,community.description.name,products
87,,2022-03-28T17:59:18Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'single_story', 'big_lot', 'farm', 'ranch', 'pond', 'fixer_upper']",6212-Sandy-Forks-Rd_Raleigh_NC_27615_M52923-85350,for_sale,2022-01-07T15:14:01Z,,"[{'name': 'Keller Williams Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/fefc2e60664a4be5bcb1729d9963ae51l-m4128330912s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/fefc2e60664a4be5bcb1729d9963ae51l-m1369421116s-w1024_h768.jpg'}]",,350000,False,5292385350,,,2938729126,,[{'office_name': None}],TANC,,,mls,F5E5320DF5C1DB3574F8DFAAF4451A8F,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1964.0,,1994-05-03,94000.0,1.0,,1.0,18731.0,1535.0,2.0,,,,1.0,3.0,single_family,27615,North Carolina,-78.634621,35.865351,Raleigh,NC,6212 Sandy Forks Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6212%20Sandy%20Forks%20Rd%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=Gc1BQGjwYSn5IpN2hBTk2HGop9I=,37183,Wake,"[{'listing_id': '2938729126', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2928759442', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/fefc2e60664a4be5bcb1729d9963ae51l-m4128330912s-w1024_h768.jpg,,,,,,
88,,2022-02-06T17:27:34Z,"['central_air', 'city_view', 'community_golf', 'community_outdoor_space', 'community_tennis_court', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'golf_course_lot_or_frontage', 'golf_course_view', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",109-Waterville-St_Raleigh_NC_27603_M98763-44797,for_sale,2022-01-05T17:49:11Z,,"[{'name': 'EXP Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/52bfd4eadb286a1303485e4d90f7fb8el-m1525245896s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/52bfd4eadb286a1303485e4d90f7fb8el-m141664040s-w1024_h768.jpg'}]",,349900,False,9876344797,,,2938654355,,[{'office_name': None}],TANC,,,mls,AE77488AA7203243FDFBD8C6A14C1ABA,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,2014-03-07,74000.0,2.0,,1.0,22651.0,2290.0,3.0,,,2.0,2.0,4.0,single_family,27603,North Carolina,-78.659272,35.671142,Raleigh,NC,109 Waterville St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=109%20Waterville%20St%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=g_ppgPEIn8miJNaDvkYpeWj4h8c=,37183,Wake,"[{'listing_id': '2938654355', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/52bfd4eadb286a1303485e4d90f7fb8el-m1525245896s-w1024_h768.jpg,,,,,,
89,,2021-09-13T16:12:15Z,"['corner_lot', 'two_or_more_stories', 'big_lot']",10502-Six-Forks-Rd_Raleigh_NC_27614_M63705-99825,for_sale,2021-08-27T16:33:04Z,,"[{'name': 'EXP Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/f86641ceebc138b439ecf6c06e68f5e4l-m4192481975s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/f86641ceebc138b439ecf6c06e68f5e4l-m715193258s-w1024_h768.jpg'}]",,335000,False,6370599825,,,2933543401,,[{'office_name': None}],TANC,,,mls,284C6392AD28F2465738938D7898295F,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,1981-09-01,7500.0,,,,56628.0,,0.0,,,,,,land,27614,North Carolina,-78.648393,35.92514,Raleigh,NC,10502 Six Forks Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10502%20Six%20Forks%20Rd%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=EjOBZg8mUjaZA-2j2n-DyJ-fyG8=,37183,Wake,"[{'listing_id': '2933543401', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '628636926', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '528586090', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '525141062', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/f86641ceebc138b439ecf6c06e68f5e4l-m4192481975s-w1024_h768.jpg,,,,,,
90,,2021-08-02T13:32:58Z,"['central_air', 'community_golf', 'community_outdoor_space', 'community_security_features', 'family_room', 'forced_air', 'golf_course_lot_or_frontage', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'waterfront', 'library', 'elevator', 'golf_course', 'lake']",2441-Campus-Shore-Dr-302_Raleigh_NC_27606_M98405-92364,for_sale,2021-02-25T21:11:03Z,,"[{'name': 'Glenwood Agency, LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/443341f2b7a18ae6893d769671f57055l-m554639214s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/443341f2b7a18ae6893d769671f57055l-m3113963407s-w1024_h768.jpg'}]",,319900,False,9840592364,,,2926365872,,"[{'office_name': 'Glenwood Agency, LLC'}]",TANC,,,mls,,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,1.0,,,,818.0,1.0,condo,,,1.0,2.0,condos,27606,North Carolina,-78.680262,35.767878,Raleigh,NC,2441 Campus Shore Dr Unit 302,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2441%20Campus%20Shore%20Dr%20Unit%20302%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=TIBdwCtosWBMda9SJdBWhZQxuEI=,37183,Wake,"[{'listing_id': '2926365872', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/443341f2b7a18ae6893d769671f57055l-m554639214s-w1024_h768.jpg,,,,,,
91,,2022-03-04T22:22:32Z,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'energy_efficient', 'forced_air', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'two_or_more_stories', 'view']",624-Rush-St_Raleigh_NC_27610_M98837-22654,for_sale,2021-01-08T06:34:43Z,,"[{'name': 'Monarch Realty Co.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/3d85856725ec3609afda9f019d7ec7dfl-m1119685902s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/3d85856725ec3609afda9f019d7ec7dfl-m507080277s-w1024_h768.jpg'}]",,349000,False,9883722654,,,2924873897,,[{'office_name': 'Monarch Realty Co.'}],TANC,,,mls,DA5660ABEAA9860BA67CB04DB96934D3,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,2.0,,1.0,1307.0,1308.0,3.0,townhouse,,,2.0,2.0,townhomes,27610,North Carolina,-78.631726,35.740566,Raleigh,NC,624 Rush St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=624%20Rush%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=A1PB6lQZrho3b4vzP4mVstwj7kU=,37183,Wake,"[{'listing_id': '2924873897', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/3d85856725ec3609afda9f019d7ec7dfl-m1119685902s-w1024_h768.jpg,,,,,,
92,,2022-01-25T21:52:55Z,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'energy_efficient', 'forced_air', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'view', 'two_or_more_stories', 'open_floor_plan', 'floor_plan', 'two_master_suites', 'master_suite', 'efficient']",626-Rush-St_Raleigh_NC_27610_M94519-45770,for_sale,2021-01-08T06:34:43Z,,"[{'name': 'Monarch Realty Co.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/c4d4cfe9f6533e9fa9fd7bd55b943e0cl-m1119685902s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/c4d4cfe9f6533e9fa9fd7bd55b943e0cl-m507080277s-w1024_h768.jpg'}]",,349000,False,9451945770,,,2924873899,,[{'office_name': 'Monarch Realty Co.'}],TANC,,,mls,F2137DA5254298FBEF5DE81840EB8FCC,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,2.0,,1.0,1307.0,1308.0,3.0,townhouse,,,2.0,2.0,townhomes,27610,North Carolina,-78.631698,35.74056,Raleigh,NC,626 Rush St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=626%20Rush%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=05F7yd86jkUkew-lBQtMHikv6L0=,37183,Wake,"[{'listing_id': '2924873899', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/c4d4cfe9f6533e9fa9fd7bd55b943e0cl-m1119685902s-w1024_h768.jpg,,,,,,
93,,2021-12-23T17:59:09Z,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'energy_efficient', 'forced_air', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'view', 'two_or_more_stories', 'open_floor_plan', 'floor_plan', 'two_master_suites', 'master_suite', 'efficient']",632-Rush-St_Raleigh_NC_27610_M96722-70866,for_sale,2021-01-08T06:34:43Z,,"[{'name': 'Monarch Realty Co.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/19374aebc867fa3a6087053c8c5973cal-m1119685902s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/19374aebc867fa3a6087053c8c5973cal-m507080277s-w1024_h768.jpg'}]",,319000,False,9672270866,,,2924873888,,[{'office_name': 'Monarch Realty Co.'}],TANC,,,mls,D684F71798BFDA5A1AB578453FDCEC82,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,2.0,,1.0,1307.0,1308.0,3.0,townhouse,,,2.0,2.0,townhomes,27610,North Carolina,-78.631614,35.740541,Raleigh,NC,632 Rush St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=632%20Rush%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=V3Hj4b9ZtSfwR_WZryVqTDgcylQ=,37183,Wake,"[{'listing_id': '2924873888', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/19374aebc867fa3a6087053c8c5973cal-m1119685902s-w1024_h768.jpg,,,,,,
94,,2021-12-23T17:48:04Z,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'energy_efficient', 'forced_air', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'view', 'two_or_more_stories', 'open_floor_plan', 'floor_plan', 'two_master_suites', 'master_suite', 'efficient']",610-Rush-St_Raleigh_NC_27610_M91864-50033,for_sale,2021-01-08T06:34:43Z,,"[{'name': 'Monarch Realty Co.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/9fbc1dd07b3262104e39c904baeda5c1l-m1119685902s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/9fbc1dd07b3262104e39c904baeda5c1l-m779025065s-w1024_h768.jpg'}]",,315000,False,9186450033,,,2924873890,,[{'office_name': 'Monarch Realty Co.'}],TANC,,,mls,17FEE097716FE74A5CF0DD94733F8EDD,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,2.0,,1.0,1307.0,1379.0,3.0,townhouse,,,2.0,2.0,townhomes,27610,North Carolina,-78.631921,35.74061,Raleigh,NC,610 Rush St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=610%20Rush%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=UP3TqClOImW9MI4Dn767eAKgbYs=,37183,Wake,"[{'listing_id': '2924873890', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/9fbc1dd07b3262104e39c904baeda5c1l-m1119685902s-w1024_h768.jpg,,,,,,
95,,2021-12-23T17:49:22Z,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'energy_efficient', 'forced_air', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'view', 'two_or_more_stories', 'open_floor_plan', 'floor_plan', 'two_master_suites', 'master_suite', 'efficient']",620-Rush-St_Raleigh_NC_27610_M94153-12057,for_sale,2021-01-08T06:34:43Z,,"[{'name': 'Monarch Realty Co.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/23025384327844de896468952020872cl-m1119685902s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/23025384327844de896468952020872cl-m779025065s-w1024_h768.jpg'}]",,325000,False,9415312057,,,2924873889,,[{'office_name': 'Monarch Realty Co.'}],TANC,,,mls,49F7313295551EAB99F1106C4ABFD94E,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,2.0,,1.0,1307.0,1379.0,3.0,townhouse,,,2.0,2.0,townhomes,27610,North Carolina,-78.631782,35.740579,Raleigh,NC,620 Rush St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=620%20Rush%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=nqhNlqrkD3ZS9EsXHUxRFzEP6s8=,37183,Wake,"[{'listing_id': '2924873889', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/23025384327844de896468952020872cl-m1119685902s-w1024_h768.jpg,,,,,,
96,,2022-02-10T18:33:12Z,"['central_air', 'community_golf', 'community_outdoor_space', 'community_security_features', 'family_room', 'forced_air', 'golf_course_lot_or_frontage', 'hardwood_floors', 'laundry_room', 'new_construction', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'waterfront', 'library', 'elevator', 'golf_course', 'lake']",2441-Campus-Shore-Dr-401_Raleigh_NC_27606_M98025-58804,for_sale,2020-03-03T19:02:17Z,,"[{'name': 'Glenwood Agency, LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/cafd42e575c628e1a80f690726e4e8c3l-m3088100059s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/cafd42e575c628e1a80f690726e4e8c3l-m554639214s-w1024_h768.jpg'}]",,309900,False,9802558804,,,2913779748,,"[{'office_name': 'Glenwood Agency, LLC'}]",TANC,,,mls,,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,1.0,,,,719.0,1.0,condo,,,1.0,1.0,condos,27606,North Carolina,-78.680262,35.767878,Raleigh,NC,2441 Campus Shore Dr Unit 401,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2441%20Campus%20Shore%20Dr%20Unit%20401%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=AvOJUtBKhuiNWmCcCtnWsgmsNCw=,37183,Wake,"[{'listing_id': '2913779748', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/cafd42e575c628e1a80f690726e4e8c3l-m3088100059s-w1024_h768.jpg,,,,,,
