,primary_photo,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,primary_photo.href,tax_record,community.advertisers,community.property_id,community.description.name,location.address.coordinate,other_listings
25,,2022-05-02T21:38:57Z,"['fireplace', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",4608-Windmere-Chase-Dr_Raleigh_NC_27616_M60825-19905,for_sale,2022-04-29T14:29:20Z,,"[{'name': 'Society Real Estate, Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/deecef7b425d594377833f87d190230dl-m2962427972s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/deecef7b425d594377833f87d190230dl-m3753171139s-w1024_h768.jpg'}]",,412500,False,6082519905,,,2942565775,,[{'office_name': None}],TANC,,,mls,364C6057047B9F7D64E2E683DE928B7A,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1995.0,,2020-09-14,94409.0,2.0,,1.0,15682.0,2016.0,3.0,,,2.0,2.0,3.0,single_family,27616,North Carolina,-78.563178,35.836738,Raleigh,NC,4608 Windmere Chase Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4608%20Windmere%20Chase%20Dr%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=XavXVYszVlb-HLzn3XMBV5DEcok=,37183,Wake,"[{'listing_id': '2942565775', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/deecef7b425d594377833f87d190230dl-m2962427972s-w1024_h768.jpg,,,,,,
26,,2022-04-30T17:50:18Z,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'two_or_more_stories', 'granite_kitchen', 'floor_plan', 'no_hoa']",3112-Henslowe-Dr_Raleigh_NC_27603_M52840-18183,for_sale,2022-04-29T03:05:16Z,,"[{'name': 'Northside Realty Inc.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/dcb24ff87c10f9509195f5139bd9ed35l-m1931573851s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/dcb24ff87c10f9509195f5139bd9ed35l-m4189723531s-w1024_h768.jpg'}]",,409900,False,5284018183,,,2942552264,,[{'office_name': None}],TANC,,,mls,5A7568354163BBC1CD9C20217AEAC39B,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1986.0,,2022-01-20,300000.0,2.0,,1.0,8276.0,1576.0,3.0,,,,2.0,3.0,single_family,27603,North Carolina,-78.67645,35.751091,Raleigh,NC,3112 Henslowe Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3112%20Henslowe%20Dr%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=UCcO1-1mCARIZLFDeyQvqRAjeyM=,37183,Wake,"[{'listing_id': '2942552264', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2938688134', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2926567410', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/dcb24ff87c10f9509195f5139bd9ed35l-m1931573851s-w1024_h768.jpg,,,,,,
27,,2022-05-03T16:51:59Z,"['central_air', 'community_outdoor_space', 'den_or_office', 'forced_air', 'hardwood_floors', 'lake_view', 'laundry_room', 'view', 'water_view', 'swimming_pool', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'rental_property', 'ensuite', 'views', 'lake']",3124-Dogwood-Dr_Raleigh_NC_27604_M54744-90713,for_sale,2022-04-28T17:37:52Z,,"[{'name': 'Rachel Kendall Team', 'photo': 'https://ap.rdcpix.com/167238158/e9005ef6399857403249946d4e6d14d3o-c0s.jpg', 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/a3cc9d8676e76ff935963b0bbab868e9l-m1957624819s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/a3cc9d8676e76ff935963b0bbab868e9l-m4043743911s-w1024_h768.jpg'}]",,449900,False,5474490713,,,2942529354,,[{'office_name': None}],TANC,,,mls,37655B2D724BA98FAD70B7B13A2CEA20,,,,,,,True,,True,True,False,False,advantage_pro,"['core.agent', 'core.broker', 'listing_owner_lead.broker', 'listing_owner_brand.broker']",advantage_pro,1960.0,,2017-04-20,292000.0,3.0,,1.0,23958.0,2125.0,4.0,,,2.0,1.0,4.0,single_family,27604,North Carolina,-78.586822,35.810267,Raleigh,NC,3124 Dogwood Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3124%20Dogwood%20Dr%2C%20Raleigh%2C%20NC%2027604&size=640x480&source=outdoor&signature=JMuRyQhfwbJQ0v43c-etCuYdQ9I=,37183,Wake,"[{'listing_id': '2942529354', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '625422834', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/a3cc9d8676e76ff935963b0bbab868e9l-m1957624819s-w1024_h768.jpg,,,,,,
28,,2022-04-30T11:20:43Z,"['central_air', 'community_outdoor_space', 'forced_air', 'hardwood_floors', 'laundry_room', 'single_story']",1119-S-State-St_Raleigh_NC_27601_M56288-20841,for_sale,2022-04-28T13:13:14Z,,"[{'name': 'EXP Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/6c12f1986393163bc37ab3ade881ee44l-m693406249s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/6c12f1986393163bc37ab3ade881ee44l-m38802794s-w1024_h768.jpg'}]",,425000,False,5628820841,,,2942516569,,[{'office_name': 'EXP Realty LLC'}],TANC,,,mls,F86580A1F78F1C05C121557CF61F9501,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2010.0,,2010-12-08,155000.0,2.0,,,12197.0,1302.0,2.0,,,,1.0,4.0,single_family,27601,North Carolina,-78.624215,35.766883,Raleigh,NC,1119 S State St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1119%20S%20State%20St%2C%20Raleigh%2C%20NC%2027601&size=640x480&source=outdoor&signature=5tIIxQ-_KD0e92LFJ__mW1rJTIs=,37183,Wake,"[{'listing_id': '2942516569', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/6c12f1986393163bc37ab3ade881ee44l-m693406249s-w1024_h768.jpg,,,,,,
29,,2022-04-27T03:20:14Z,"['central_air', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",804-White-Daisies-Ct_Raleigh_NC_27610_M69000-34257,for_sale,2022-04-27T06:07:39Z,,"[{'name': 'Offerpad Brokerage Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/ecdd562cb871ead3089ff01403d1d4acl-m3731089053s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/ecdd562cb871ead3089ff01403d1d4acl-m3264105922s-w1024_h768.jpg'}]",,409900,False,6900034257,,,2942465764,,[{'office_name': None}],TANC,,,mls,CBCC04BCFAEBE9349171EB20E59F924E,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1995.0,,2022-03-22,385000.0,2.0,,1.0,9148.0,1916.0,3.0,,,2.0,2.0,3.0,single_family,27610,North Carolina,-78.54458,35.78484,Raleigh,NC,804 White Daisies Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=804%20White%20Daisies%20Ct%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=kqfa5Gk3BDg9i_b-YnKTupbZs7E=,37183,Wake,"[{'listing_id': '2942465764', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2674330321', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '624309962', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '572358758', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '561874450', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/ecdd562cb871ead3089ff01403d1d4acl-m3731089053s-w1024_h768.jpg,,,,,,
30,,2022-04-27T00:51:35Z,"['community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_tennis_court', 'corner_lot', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",128-Indigo-Dusk-Way_Raleigh_NC_27603_M90164-96606,for_sale,2022-04-27T00:53:45Z,,"[{'name': 'The Douglas Realty Group', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/8a65a850981c7af5f55622d41fbded76l-m244349778s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/8a65a850981c7af5f55622d41fbded76l-m1753304559s-w1024_h768.jpg'}]",,449000,False,9016496606,,,2942463342,,[{'office_name': None}],TANC,,,mls,330F900FD56B782E73E062965940D336,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2019.0,,2019-05-28,96500.0,2.0,,1.0,7405.0,2175.0,3.0,,,2.0,2.0,3.0,single_family,27603,North Carolina,-78.694271,35.663253,Raleigh,NC,128 Indigo Dusk Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=128%20Indigo%20Dusk%20Way%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=fjkbRwiPTA5u3H3L2aTYPug5LHQ=,37183,Wake,"[{'listing_id': '2942463342', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/8a65a850981c7af5f55622d41fbded76l-m244349778s-w1024_h768.jpg,,,,,,
31,,2022-04-26T19:44:35Z,"['central_air', 'community_outdoor_space', 'hardwood_floors', 'laundry_room', 'new_roof']",225-Hillstone-Dr_Raleigh_NC_27615_M63489-99213,for_sale,2022-04-26T19:50:13Z,,"[{'name': 'eXp Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/c0f13d8d9c6482bc57460ff8a6e80fddl-m908467081s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/c0f13d8d9c6482bc57460ff8a6e80fddl-m3644310249s-w1024_h768.jpg'}]",,415000,False,6348999213,,,2942453012,,[{'office_name': None}],TANC,,,mls,701AD2E913FAAE9F03146C2D49920054,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1980.0,,2021-08-19,270000.0,2.0,,,11326.0,1573.0,2.0,,,,,4.0,single_family,27615,North Carolina,-78.650451,35.88785,Raleigh,NC,225 Hillstone Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=225%20Hillstone%20Dr%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=qFiuqhW4tynCFFq7Z7JsfUwNq0I=,37183,Wake,"[{'listing_id': '2942453012', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2931852186', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/c0f13d8d9c6482bc57460ff8a6e80fddl-m908467081s-w1024_h768.jpg,,,,,,
32,,2022-05-04T15:03:39Z,"['central_air', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'single_story']",1112-Watauga-St_Raleigh_NC_27604_M57163-09414,for_sale,2022-04-26T18:09:31Z,,"[{'name': 'Dogwood Properties', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/06a60fcf7ec180782666d37767baea5bl-m1857994611s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/06a60fcf7ec180782666d37767baea5bl-m2482904285s-w1024_h768.jpg'}]",,435000,False,5716309414,,,2942449209,,[{'office_name': 'Dogwood Properties'}],TANC,,,mls,AA7794C9DEEE550D5B41A69C20099B29,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1942.0,,,,1.0,,,6970.0,1064.0,1.0,,,,1.0,2.0,single_family,27604,North Carolina,-78.628334,35.794025,Raleigh,NC,1112 Watauga St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1112%20Watauga%20St%2C%20Raleigh%2C%20NC%2027604&size=640x480&source=outdoor&signature=Z9fcEGN8d9JKAzgJPJSO79EWh5w=,37183,Wake,"[{'listing_id': '2942449209', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/06a60fcf7ec180782666d37767baea5bl-m1857994611s-w1024_h768.jpg,,,,,,
33,,2022-04-29T13:35:30Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories']",1212-Oakside-Ct_Raleigh_NC_27609_M64551-23170,for_sale,2022-04-24T19:57:29Z,,"[{'name': 'FATHOM REALTY', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/a22401f5c31e00914056a52ec5160ea4l-m3115459386s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/a22401f5c31e00914056a52ec5160ea4l-m3087689261s-w1024_h768.jpg'}]",,450000,False,6455123170,,,2942402921,,[{'office_name': None}],TANC,,,mls,F7C0DA06D9EEA453D87FB3AB4D47C1A5,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1984.0,,2016-03-30,235000.0,2.0,,1.0,8276.0,1758.0,3.0,,,,2.0,3.0,single_family,27609,North Carolina,-78.616473,35.867461,Raleigh,NC,1212 Oakside Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1212%20Oakside%20Ct%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=u-f1bFhb0yr4Sf6AXIAMRrSi3wY=,37183,Wake,"[{'listing_id': '2942402921', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '611335406', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/a22401f5c31e00914056a52ec5160ea4l-m3115459386s-w1024_h768.jpg,,,,,,
34,,2022-04-25T13:41:35Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",3317-Perkins-Ridge-Rd_Raleigh_NC_27610_M54314-08654,for_sale,2022-04-24T15:53:21Z,,"[{'name': 'Offerpad Brokerage Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/cb04fdb0a76a918d151c2764900a6f01l-m2972976742s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/cb04fdb0a76a918d151c2764900a6f01l-m788016905s-w1024_h768.jpg'}]",,410000,False,5431408654,,,2942401136,,[{'office_name': 'OfferPad Brokerage LLC'}],TANC,,,mls,BE3343531C65EA3C21D7614AEFB4AB99,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2003.0,,2003-07-30,164000.0,2.0,,1.0,17860.0,2428.0,3.0,,,2.0,2.0,4.0,single_family,27610,North Carolina,-78.543099,35.735905,Raleigh,NC,3317 Perkins Ridge Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3317%20Perkins%20Ridge%20Rd%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=AhAabqg-yKDHrIDHwIx69b0j8oM=,37183,Wake,"[{'listing_id': '2942401136', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2923942091', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2923912043', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2924071673', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/cb04fdb0a76a918d151c2764900a6f01l-m2972976742s-w1024_h768.jpg,,,,,,
35,,2022-05-03T12:30:20Z,"['new_construction', 'two_or_more_stories', 'garage_1_or_more']",5030-Tura-St_Raleigh_NC_27610_M91393-95118,for_sale,2022-04-24T00:00:00Z,,"[{'name': 'Lennar', 'photo': None, 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/4cfbc7a6446e50e5bc60ffd1e07b882al-f1246311253s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/4cfbc7a6446e50e5bc60ffd1e07b882at-f2214920601s-w1024_h768.jpg'}]",,403240,False,9139395118,,,2942680535,,,LC1B,417000665262,19284600105,new_home,,True,,,,,,True,,,True,False,False,new_homes_moveinready,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,2.0,,,,1754.0,2.0,,,1.0,2.0,3.0,single_family,27610,North Carolina,,,Raleigh,NC,5030 Tura St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5030%20Tura%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=ywnCXnOK-UKbtiXfDvjXJjV8SoM=,,Wake,"[{'listing_id': '2942680535', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://nh.rdcpix.com/4cfbc7a6446e50e5bc60ffd1e07b882al-f1246311253s-w1024_h768.jpg,,"[{'office': {'hours': 'Mon-Sun: By Appointment', 'phones': [{'number': '(919) 337-9420', 'type': 'Office'}]}, 'builder': {'fulfillment_id': '4803467'}}]",717000072671,Trace at Olde Towne - Designer Collection,,
36,,2022-04-26T14:42:30Z,"['central_air', 'community_outdoor_space', 'den_or_office', 'fireplace', 'forced_air', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",3625-Waleback-Ln_Raleigh_NC_27610_M63553-75784,for_sale,2022-04-23T14:13:03Z,,"[{'name': 'CB Advantage-(Raleigh Office)', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/a404b6d5619a95edc4406e2a1753029al-m4030175092s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/a404b6d5619a95edc4406e2a1753029al-m3945777643s-w1024_h768.jpg'}]",,450000,False,6355375784,,,2942385330,,[{'office_name': 'Coldwell Banker Advantage'}],TANC,,,mls,D7E4C7CD4A50A519AAE9B5540BE3F5E9,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2017.0,,2017-08-16,219500.0,2.0,,1.0,4704.0,2712.0,3.0,,,2.0,2.0,4.0,single_family,27610,North Carolina,-78.611356,35.732998,Raleigh,NC,3625 Waleback Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3625%20Waleback%20Ln%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=PpkT9eDXVLg1frB3KVsrQPv6Cys=,37183,Wake,"[{'listing_id': '2942385330', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/a404b6d5619a95edc4406e2a1753029al-m4030175092s-w1024_h768.jpg,,,,,,
37,,2022-04-27T19:39:26Z,"['central_air', 'community_clubhouse', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more']",1366-Regulator-St_Raleigh_NC_27603_M63572-95486,for_sale,2022-04-23T11:53:41Z,,"[{'name': 'Real Properties', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/fcd691588190bb42f47f769e18bda88cl-m3005245811s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/fcd691588190bb42f47f769e18bda88cl-m2433250278s-w1024_h768.jpg'}]",,419900,False,6357295486,,,2942383719,,[{'office_name': None}],TANC,,,mls,9FF0627CB3E810B50959B210C97A8E28,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2008.0,,2014-05-27,207000.0,2.0,,1.0,2309.0,2182.0,3.0,townhouse,,1.0,2.0,4.0,townhomes,27603,North Carolina,-78.657101,35.735081,Raleigh,NC,1366 Regulator St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1366%20Regulator%20St%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=13k8TQrgpdsacJJzPoWoHfgTE9U=,37183,Wake,"[{'listing_id': '2942383719', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '582843206', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '507513130', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/fcd691588190bb42f47f769e18bda88cl-m3005245811s-w1024_h768.jpg,,,,,,
38,,2022-05-06T10:53:05Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",6016-Brambleberry-Way_Raleigh_NC_27616_M61713-23759,for_sale,2022-04-23T09:45:12Z,,"[{'name': 'FATHOM REALTY', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/2f54306a55d854b3e1b78ebc106e6f78l-m39469278s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/2f54306a55d854b3e1b78ebc106e6f78l-m2549823216s-w1024_h768.jpg'}]",,425000,False,6171323759,,,2942383159,25000.0,[{'office_name': None}],TANC,,,mls,C29A5D15A7FDC98D082D20C4B6CCC8B1,,,,True,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2004.0,,2004-07-13,167000.0,3.0,,,5227.0,2100.0,3.0,,,2.0,2.0,5.0,single_family,27616,North Carolina,-78.540071,35.895221,Raleigh,NC,6016 Brambleberry Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6016%20Brambleberry%20Way%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=auTMDO-Uif2riyozPM0sG8heU8w=,37183,Wake,"[{'listing_id': '2942383159', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/2f54306a55d854b3e1b78ebc106e6f78l-m39469278s-w1024_h768.jpg,,,,,,
39,,2022-04-25T16:42:14Z,"['central_air', 'city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'corner_lot', 'den_or_office', 'forced_air', 'game_room', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'clubhouse', 'playground', 'tennis', 'soccer', 'trails']",3689-Althorp-Dr_Raleigh_NC_27616_M94937-65672,for_sale,2022-04-23T01:50:08Z,,"[{'name': 'Exit Realty Preferred', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/30d60cab8740cdbe8b3608591091d276l-b2672002330s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/30d60cab8740cdbe8b3608591091d276l-b1242389736s-w1024_h768.jpg'}]",,449000,False,9493765672,,,2942376461,,[{'office_name': None}],TANC,,,mls,FA610F4B516DAA7F639CDE3C024FAB07,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2012.0,,,,3.0,,,7841.0,2162.0,3.0,,,2.0,2.0,4.0,single_family,27616,North Carolina,-78.52041,35.895023,Raleigh,NC,3689 Althorp Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3689%20Althorp%20Dr%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=uU3YSNGBQyKkt5_ZiJ-mIHbSERA=,37183,Wake,"[{'listing_id': '2942376461', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2524052106', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/30d60cab8740cdbe8b3608591091d276l-b2672002330s-w1024_h768.jpg,,,,,,
40,,2022-05-02T12:30:20Z,"['trails', 'shopping', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",5224-Forsyth-Park-St_Raleigh_NC_27616_M93137-69405,for_sale,2022-04-23T00:00:00Z,,"[{'name': 'Lennar', 'photo': None, 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/412680bb541c26d1abdf552a3f81706cl-f81427748s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/412680bb541c26d1abdf552a3f81706ct-f732345470s-w1024_h768.jpg'}]",,424540,False,9313769405,,,2942645390,,,LC1B,417000665225,19231603255,new_home,,True,,,,,,True,,,True,False,False,new_homes_moveinready,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,3.0,,,,2179.0,3.0,,,2.0,3.0,4.0,single_family,27616,North Carolina,,,Raleigh,NC,5224 Forsyth Park St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5224%20Forsyth%20Park%20St%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=e4-3XkAtTlEZ0aDulweyAgLyaxk=,,Wake,"[{'listing_id': '2942645390', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://nh.rdcpix.com/412680bb541c26d1abdf552a3f81706cl-f81427748s-w1024_h768.jpg,,"[{'office': {'hours': 'Mon-Sun: By Appointment', 'phones': [{'number': '(919) 337-9420', 'type': 'Office'}]}, 'builder': {'fulfillment_id': '4803467'}}]",717000072657,5401 North - Frazier Collection,,
