,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,primary_photo.href,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,community.advertisers,community.property_id,community.description.name,tax_record,other_listings,primary_photo,products
10,2022-05-06T15:24:01Z,"['central_air', 'community_outdoor_space', 'corner_lot', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",7201-Halstead-Ln_Raleigh_NC_27613_M66940-33202,for_sale,2022-04-29T12:06:59Z,,"[{'name': 'Keller Williams Legacy', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/3380520ae48d35299b6d326a4dcd1583l-m2505672890s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/3380520ae48d35299b6d326a4dcd1583l-m613388156s-w1024_h768.jpg'}]",,550000,False,6694033202,,,2942561220,,https://ap.rdcpix.com/3380520ae48d35299b6d326a4dcd1583l-m2505672890s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,18C1D394122E67B7CEAD5703DF75E60F,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1983.0,,1987-09-15,154000.0,2.0,,1.0,20473.0,2342.0,3.0,,,2.0,2.0,3.0,single_family,27613,North Carolina,-78.681746,35.88488,Raleigh,NC,7201 Halstead Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7201%20Halstead%20Ln%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=Bg0eRj6I5NwIXfQgqM0kppFC2wU=,37183,Wake,"[{'listing_id': '2942561220', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
11,2022-04-29T02:26:14Z,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'disability_features', 'family_room', 'fireplace', 'hardwood_floors', 'lake_view', 'laundry_room', 'recreation_facilities', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'waterfront']",6321-E-Lake-Anne-Dr_Raleigh_NC_27612_M55910-92698,for_sale,2022-04-29T00:04:57Z,,"[{'name': 'Berkshire Hathaway Homeservices Ysu', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e03e24d83cfdf9c6eb0f60ae24d01f8bl-m3341045581s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e03e24d83cfdf9c6eb0f60ae24d01f8bl-m261257389s-w1024_h768.jpg'}]",,550000,False,5591092698,,,2942546973,,https://ap.rdcpix.com/e03e24d83cfdf9c6eb0f60ae24d01f8bl-m3341045581s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,F8691531E9A49BA9E2C4183E506CED62,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1963.0,,2019-07-31,436000.0,3.0,,,32583.0,1795.0,3.0,,,1.0,1.0,3.0,single_family,27612,North Carolina,-78.730692,35.870231,Raleigh,NC,6321 E Lake Anne Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6321%20E%20Lake%20Anne%20Dr%2C%20Raleigh%2C%20NC%2027612&size=640x480&source=outdoor&signature=MmW5MTqgY-S1v8_bWBH-Ero1i08=,37183,Wake,"[{'listing_id': '2942546973', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2334928692', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '643604662', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
12,2022-05-05T18:10:09Z,"['central_air', 'community_elevator', 'community_gym', 'community_outdoor_space', 'disability_features', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more']",400-W-North-St-Apt-710_Raleigh_NC_27603_M66456-81908,for_sale,2022-04-28T22:25:23Z,,"[{'name': 'Carpenter Real Estate Group', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/ef8a1c8268857b1bc69ac9c1aaa9b9fel-m3667287088s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/ef8a1c8268857b1bc69ac9c1aaa9b9fel-m1683535495s-w1024_h768.jpg'}]",,505000,False,6645681908,,,2942544202,,https://ap.rdcpix.com/ef8a1c8268857b1bc69ac9c1aaa9b9fel-m3667287088s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,E67BA0E592197241164B1D11B12F1166,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2008.0,,2014-10-20,340000.0,2.0,,,,1278.0,2.0,condo,,,1.0,2.0,condos,27603,North Carolina,-78.645217,35.785203,Raleigh,NC,400 W North St Apt 710,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=400%20W%20North%20St%20Apt%20710%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=KIP596QAo3P_b5sJfSCcZKQwvyY=,37183,Wake,"[{'listing_id': '2942544202', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '591314110', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
13,2022-05-07T00:34:04Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'cul_de_sac', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'beautiful_backyard', 'medicalcare']",10308-Rocky-Ford-Ct_Raleigh_NC_27614_M62079-05983,for_sale,2022-04-28T21:41:12Z,"[{'start_date': '2022-05-07T13:00:00', 'methods': ['in_person'], 'description': None, 'end_date': '2022-05-07T15:00:00', 'dst': True, 'time_zone': 'EST'}]","[{'name': 'DeRonja Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/6877ff783cf142dfa10c6884b2c9734bl-m1691183343s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/6877ff783cf142dfa10c6884b2c9734bl-m3653746410s-w1024_h768.jpg'}]",,549900,False,6207905983,,,2942542524,20000.0,https://ap.rdcpix.com/6877ff783cf142dfa10c6884b2c9734bl-m1691183343s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,234FAA8430341F688328CE3242663B53,,,,True,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1999.0,,2001-03-28,266000.0,3.0,,,8712.0,2274.0,3.0,,,2.0,2.0,3.0,single_family,27614,North Carolina,-78.588904,35.912949,Raleigh,NC,10308 Rocky Ford Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10308%20Rocky%20Ford%20Ct%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=71ghPaqb7g0tNEuBLXky3o6ut08=,37183,Wake,"[{'listing_id': '2942542524', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
14,2022-04-30T00:40:34Z,"['city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",1116-Chapanoke-Rd_Raleigh_NC_27603_M53168-86010,for_sale,2022-04-28T21:27:38Z,,"[{'name': 'Wieland Properties, Inc.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/61e804ce2972a6065e896abb9da9fc17l-m3500390938s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/61e804ce2972a6065e896abb9da9fc17l-m2997444292s-w1024_h768.jpg'}]",,515000,False,5316886010,,,2942541944,,https://ap.rdcpix.com/61e804ce2972a6065e896abb9da9fc17l-m3500390938s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,04AC94A7E7A46FE976D285CD901F7ECC,,,,,,,True,,True,True,False,False,co_broke,"['core.broker', 'co_broke']",essentials,2009.0,,2018-04-11,360000.0,2.0,,1.0,6534.0,2763.0,3.0,,,2.0,2.0,4.0,single_family,27603,North Carolina,-78.662075,35.737108,Raleigh,NC,1116 Chapanoke Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1116%20Chapanoke%20Rd%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=H2TOZn0jqaK2W7yzzY1qMAQVIj4=,37183,Wake,"[{'listing_id': '2942541944', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '638012366', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
15,2022-05-03T17:44:31Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'private_backyard', 'vaulted_ceiling', 'pond']",1205-Kintail-Dr_Raleigh_NC_27613_M67043-42050,for_sale,2022-04-28T17:31:04Z,,"[{'name': 'EXP Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/63692a154645e972658de5d90ed133ddl-m3312077964s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/63692a154645e972658de5d90ed133ddl-m1065101505s-w1024_h768.jpg'}]",,549900,False,6704342050,,,2942528961,,https://ap.rdcpix.com/63692a154645e972658de5d90ed133ddl-m3312077964s-w1024_h768.jpg,[{'office_name': 'EXP Realty LLC'}],TANC,,,mls,1B438279D5F895F579418E523AA291C6,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1991.0,,2004-03-08,265000.0,2.0,,1.0,39988.0,2510.0,3.0,,,2.0,2.0,3.0,single_family,27613,North Carolina,-78.72877,35.961323,Raleigh,NC,1205 Kintail Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1205%20Kintail%20Dr%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=zYw1R4gP-rirTeQFKYn4H9HWjmc=,37063,Durham,"[{'listing_id': '2942528961', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
16,2022-05-06T14:33:14Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",524-Bouree-Cir_Raleigh_NC_27606_M58609-68251,for_sale,2022-04-28T14:56:41Z,,"[{'name': 'CB Advantage-(Apex Office)', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/3c9018834fb396dfbb8494b586a5e71fl-m14296871s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/3c9018834fb396dfbb8494b586a5e71fl-m3884797265s-w1024_h768.jpg'}]",,550000,False,5860968251,,,2942521090,,https://ap.rdcpix.com/3c9018834fb396dfbb8494b586a5e71fl-m14296871s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,8AD61D3EE9C48AFC8508C87DC924B013,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2010.0,,2014-02-11,268000.0,2.0,,1.0,11761.0,2309.0,3.0,,,2.0,2.0,4.0,single_family,27606,North Carolina,-78.721201,35.77491,Raleigh,NC,524 Bouree Cir,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=524%20Bouree%20Cir%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=7VRQ6FLPrGeL3K-sCAQRF6uFT-4=,37183,Wake,"[{'listing_id': '2942521090', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '580767398', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '545750142', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '518812726', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
17,2022-05-01T13:03:46Z,"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",1541-The-Arts-Dr_Raleigh_NC_27603_M68154-01864,for_sale,2022-04-28T10:55:08Z,,"[{'name': 'Selling Directly', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e5efe8920cf7e1c78a9d3aac802731a8l-m1413772040s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e5efe8920cf7e1c78a9d3aac802731a8l-m234492282s-w1024_h768.jpg'}]",,525000,False,6815401864,,,2942514149,,https://ap.rdcpix.com/e5efe8920cf7e1c78a9d3aac802731a8l-m1413772040s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,C450FC8ACE08FB57DF06F8E33C83CC07,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2011.0,,2014-12-17,268000.0,3.0,,,6970.0,2639.0,3.0,,,2.0,2.0,4.0,single_family,27603,North Carolina,-78.661382,35.73329,Raleigh,NC,1541 The Arts Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1541%20The%20Arts%20Dr%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=90vjwNxbuOWKmWwZJ4R-qUx7cSI=,37183,Wake,"[{'listing_id': '2942514149', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '590855830', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '541176742', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
18,2022-04-29T02:03:44Z,"['carport', 'central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'single_story']",8700-Wellsley-Way_Raleigh_NC_27613_M55132-61814,for_sale,2022-04-27T21:53:55Z,,"[{'name': 'Trident Realty Group Inc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e1ce1be04762228cedfc18caa6641061l-m2750330399s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e1ce1be04762228cedfc18caa6641061l-m1082109823s-w1024_h768.jpg'}]",,525000,False,5513261814,,,2942492375,,https://ap.rdcpix.com/e1ce1be04762228cedfc18caa6641061l-m2750330399s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,BF8099AF6DD4C7FAF2BC6C7F5A89F6AD,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1980.0,,2004-04-22,177000.0,2.0,,,23958.0,1989.0,2.0,,,,1.0,3.0,single_family,27613,North Carolina,-78.692672,35.898188,Raleigh,NC,8700 Wellsley Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8700%20Wellsley%20Way%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=IfZ33mLYGGZQBf-GvJeg4waeUs4=,37183,Wake,"[{'listing_id': '2942492375', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
19,2022-04-27T17:10:18Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'master_suite']",12217-Amoretto-Way_Raleigh_NC_27613_M60061-21574,for_sale,2022-04-27T17:12:51Z,,"[{'name': 'Mark Spain Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/afdb1e23194221d271654301e5425802l-m4049183090s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/afdb1e23194221d271654301e5425802l-m2925528308s-w1024_h768.jpg'}]",,503000,False,6006121574,,,2942480155,,https://ap.rdcpix.com/afdb1e23194221d271654301e5425802l-m4049183090s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,C1E542C2F94E5F341B2AAD2CB4E7D304,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1996.0,,2022-03-25,434500.0,2.0,,1.0,8712.0,2124.0,3.0,,,2.0,2.0,4.0,single_family,27613,North Carolina,-78.741564,35.928026,Raleigh,NC,12217 Amoretto Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12217%20Amoretto%20Way%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=kOH6WO6k8RwJRypA8QKDl_n84FY=,37183,Wake,"[{'listing_id': '2942480155', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
20,2022-04-30T01:31:11Z,"['community_outdoor_space', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",7830-San-Gabriel-St_Raleigh_NC_27613_M55662-25278,for_sale,2022-04-27T12:08:42Z,,"[{'name': 'Choice Residential Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/07ef7144cb266cd1c9a7a0e5d1ac28e2l-m1293305480s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/07ef7144cb266cd1c9a7a0e5d1ac28e2l-m508932460s-w1024_h768.jpg'}]",,527000,False,5566225278,,,2942470462,,https://ap.rdcpix.com/07ef7144cb266cd1c9a7a0e5d1ac28e2l-m1293305480s-w1024_h768.jpg,[{'office_name': 'Choice Residential Real Estate'}],TANC,,,mls,22D3AC802CA6E3A23AD2DAF208A21125,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2006.0,,2020-05-27,335000.0,2.0,,1.0,6534.0,2188.0,3.0,,,2.0,2.0,3.0,single_family,27613,North Carolina,-78.734052,35.888087,Raleigh,NC,7830 San Gabriel St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7830%20San%20Gabriel%20St%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=QomGFMiCNnJrWCUzBwg6-fsj7Hg=,37183,Wake,"[{'listing_id': '2942470462', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '645667810', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2914965534', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2744933237', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '646658706', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '617798758', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
21,2022-05-02T18:52:40Z,"['central_air', 'community_outdoor_space', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories']",613-W-Cabarrus-St-Apt-202_Raleigh_NC_27603_M59204-16540,for_sale,2022-04-27T00:40:07Z,,"[{'name': 'Laura Deans Realty, Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/74596aadf0db0ff62868ca38a735cd8bl-m2003461603s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/74596aadf0db0ff62868ca38a735cd8bl-m313491405s-w1024_h768.jpg'}]",,535000,False,5920416540,,"[{'type': None, 'href': 'http://sites.harmonps.com/613wcabarrusstunit202/?mls'}]",2942463204,,https://ap.rdcpix.com/74596aadf0db0ff62868ca38a735cd8bl-m2003461603s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,3A2732C8F6B94B977D991EAF434573DF,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2006.0,,2006-11-17,340000.0,3.0,,,,1797.0,3.0,condo,,,2.0,3.0,condos,27603,North Carolina,-78.648745,35.774364,Raleigh,NC,613 W Cabarrus St Apt 202,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=613%20W%20Cabarrus%20St%20Apt%20202%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=26wxYddjNCT7nv0bpR9zb1QbmNw=,37183,Wake,"[{'listing_id': '2942463204', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2936092051', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '611358346', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '500796098', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
22,2022-04-27T13:02:15Z,"['carport', 'central_air', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories']",113-Chatterson-Dr_Raleigh_NC_27615_M65870-15564,for_sale,2022-04-26T20:46:54Z,"[{'start_date': '2022-05-08T12:00:00', 'methods': ['in_person'], 'description': None, 'end_date': '2022-05-08T14:00:00', 'dst': True, 'time_zone': 'EST'}]","[{'name': 'Vylla Home', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/c53d51b7cb5e53cebe54b2438161ae4bl-m785317529s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/c53d51b7cb5e53cebe54b2438161ae4bl-m1773537370s-w1024_h768.jpg'}]",,525000,False,6587015564,,,2942455259,,https://ap.rdcpix.com/c53d51b7cb5e53cebe54b2438161ae4bl-m785317529s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,51EA9610E7319A2C96785314760561B9,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1967.0,,1993-11-01,155000.0,4.0,,,40511.0,2981.0,4.0,,,,2.0,4.0,single_family,27615,North Carolina,-78.636583,35.896745,Raleigh,NC,113 Chatterson Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=113%20Chatterson%20Dr%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=dEelPZ3Vj9RQE7yenhD4JOJ732c=,37183,Wake,"[{'listing_id': '2942455259', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
23,2022-04-29T02:25:31Z,"['carport', 'central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement']",705-Delany-Dr_Raleigh_NC_27610_M65144-08210,for_sale,2022-04-25T14:55:40Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/bf87cca33e6e8734267d24b5ada5b53fl-m1337899972s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/bf87cca33e6e8734267d24b5ada5b53fl-m3200349580s-w1024_h768.jpg'}]",,520000,False,6514408210,,,2942411863,,https://ap.rdcpix.com/bf87cca33e6e8734267d24b5ada5b53fl-m1337899972s-w1024_h768.jpg,[{'office_name': 'Howard Perry & Walston Realtor'}],TANC,,,mls,8C80D380C00863ECEB2E630D00FAE419,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1964.0,,2020-03-16,373500.0,2.0,,,9583.0,1978.0,2.0,,,,,3.0,single_family,27610,North Carolina,-78.615523,35.789747,Raleigh,NC,705 Delany Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=705%20Delany%20Dr%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=QGXjISXq3y1Yn_1ZpoKnAxTnYUU=,37183,Wake,"[{'listing_id': '2942411863', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2842961340', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
24,2022-05-03T17:51:02Z,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'no_hoa', 'front_porch', 'hoa', 'shopping']",10530-Sablewood-Dr-Unit-106_Raleigh_NC_27617_M99819-24029,for_sale,2022-04-22T15:53:18Z,,"[{'name': 'Allen Tate Realtors-Durham', 'photo': 'https://ap.rdcpix.com/569826821/06fa19acf2f47170ca75a347468039abg-c0s.jpg', 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/89280c0e381ec698cd2bf40f62eaf390l-m1646295287s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/89280c0e381ec698cd2bf40f62eaf390l-m3118490177s-w1024_h768.jpg'}]",,525000,False,9981924029,,,2942350683,,https://ap.rdcpix.com/89280c0e381ec698cd2bf40f62eaf390l-m1646295287s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,D870DAA44EAFCBC060888F8FB63F0459,,,,,,,False,,,True,False,False,advantage_pro,"['core.agent', 'core.broker', 'listing_owner_lead.broker', 'listing_owner_brand.broker']",advantage_pro,2020.0,,2021-12-07,515000.0,2.0,,,,1876.0,2.0,condo,,2.0,1.0,2.0,condos,27617,North Carolina,-78.795153,35.898539,Raleigh,NC,10530 Sablewood Dr Unit 106,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10530%20Sablewood%20Dr%20Unit%20106%2C%20Raleigh%2C%20NC%2027617&size=640x480&source=outdoor&signature=M-f3J6jWJ7k4fr8XOu_EaxcT-lk=,37183,Wake,"[{'listing_id': '2942350683', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2931050672', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2914690936', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
