,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,primary_photo.href,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,tax_record,other_listings,community.advertisers,community.property_id,community.description.name,primary_photo
10,2022-04-05,"['clubhouse', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",Northwood_Belmont_4501-Brintons-Cottage-Street_Raleigh_NC_27616_P417000653003,ready_to_build,2022-04-10T15:20:20.000Z,,"[{'name': 'Drees Homes', 'photo': 'https://nh.rdcpix.com/4990551b659f47a9cd03fe56fc6c05acn-f2875675847s.jpg', 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/ded0b0ba56bd190443373b977fa4ba63e-f1753947135s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/ded0b0ba56bd190443373b977fa4ba63e-f1369587908s-w1024_h768.jpg'}]",,662000,True,417000653003,,,,,https://nh.rdcpix.com/ded0b0ba56bd190443373b977fa4ba63e-f1753947135s-w1024_h768.jpg,,DCHB,,,new_home,,True,,True,,,,True,,,True,False,False,new_homes_plan,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,2,Northwood,1.0,,2969,,,,2.0,2.0,4,single_family,27616,North Carolina,-78.552449,35.839352,Raleigh,NC,4501 Brintons Cottage Street,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4501%20Brintons%20Cottage%20Street%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=v3Fg7PRQb-dq6kJn6sfjVuZnSkU=,37183,Wake,,,,"[{'office': {'hours': 'By Appointment Only', 'phones': [{'number': '(919) 629-1898', 'type': 'Office'}, {'number': '8663326688', 'type': 'toll_free'}]}, 'builder': {'fulfillment_id': '4757841'}}]",717000065395,Belmont,
11,2022-04-05,"['clubhouse', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",Trawick_Belmont_4501-Brintons-Cottage-Street_Raleigh_NC_27616_P417000653004,ready_to_build,2022-04-10T15:20:20.000Z,,"[{'name': 'Drees Homes', 'photo': 'https://nh.rdcpix.com/4990551b659f47a9cd03fe56fc6c05acn-f2875675847s.jpg', 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/93e482a9d194ddcf878feb105ae1bf5ee-f1537358581s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/93e482a9d194ddcf878feb105ae1bf5ee-f4192118616s-w1024_h768.jpg'}]",,623800,False,417000653004,,,,,https://nh.rdcpix.com/93e482a9d194ddcf878feb105ae1bf5ee-f1537358581s-w1024_h768.jpg,,DCHB,,,new_home,,True,,True,,,,True,,,True,False,False,new_homes_plan,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,2,Trawick,,,2755,,,,2.0,2.0,4,single_family,27616,North Carolina,-78.552449,35.839352,Raleigh,NC,4501 Brintons Cottage Street,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4501%20Brintons%20Cottage%20Street%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=v3Fg7PRQb-dq6kJn6sfjVuZnSkU=,37183,Wake,,,,"[{'office': {'hours': 'By Appointment Only', 'phones': [{'number': '(919) 629-1898', 'type': 'Office'}, {'number': '8663326688', 'type': 'toll_free'}]}, 'builder': {'fulfillment_id': '4757841'}}]",717000065395,Belmont,
12,2022-04-05,"['clubhouse', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",Wembley_Belmont_4501-Brintons-Cottage-Street_Raleigh_NC_27616_P417000656595,ready_to_build,2022-04-09T15:20:27.000Z,,"[{'name': 'Drees Homes', 'photo': 'https://nh.rdcpix.com/4990551b659f47a9cd03fe56fc6c05acn-f2875675847s.jpg', 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/68ce04351fabd3e6ddbe2223803cdfaae-f1913290101s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/68ce04351fabd3e6ddbe2223803cdfaae-f3155124585s-w1024_h768.jpg'}]",,634100,True,417000656595,,,,,https://nh.rdcpix.com/68ce04351fabd3e6ddbe2223803cdfaae-f1913290101s-w1024_h768.jpg,,DCHB,,,new_home,,True,,True,,,,True,,,True,False,False,new_homes_plan,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,2,Wembley,1.0,,2701,,,,2.0,2.0,4,single_family,27616,North Carolina,-78.552449,35.839352,Raleigh,NC,4501 Brintons Cottage Street,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4501%20Brintons%20Cottage%20Street%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=v3Fg7PRQb-dq6kJn6sfjVuZnSkU=,37183,Wake,,,,"[{'office': {'hours': 'By Appointment Only', 'phones': [{'number': '(919) 629-1898', 'type': 'Office'}, {'number': '8663326688', 'type': 'toll_free'}]}, 'builder': {'fulfillment_id': '4757841'}}]",717000065395,Belmont,
13,2022-04-14T12:26:21Z,"['central_air', 'community_outdoor_space', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'coffer_ceiling', 'screen_porch', 'big_lot', 'farm', 'ranch']",4829-Stoneyoak-Ln_Raleigh_NC_27610_M50998-65792,for_sale,2022-04-08T17:41:17Z,,"[{'name': ""Carolina's Choice Real Estate"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/2b5887e15bceee788faa8442eddd9cebl-m2177715227s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/2b5887e15bceee788faa8442eddd9cebl-m3275363622s-w1024_h768.jpg'}]",,685000,False,5099865792,,,2941931528,,https://ap.rdcpix.com/2b5887e15bceee788faa8442eddd9cebl-m2177715227s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,D3C60DBC025C55ED7957730182A52286,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2015.0,,2016-01-29,428000.0,3,,,145055.0,2834,3.0,,,3.0,2.0,3,single_family,27610,North Carolina,-78.454888,35.729906,Raleigh,NC,4829 Stoneyoak Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4829%20Stoneyoak%20Ln%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=RlWVvaWxzviI_Offt_Ay7wYeFxo=,37183,Wake,"[{'listing_id': '2941931528', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '607625194', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '500800182', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,
14,2022-04-11T22:50:56Z,"['central_air', 'forced_air', 'recreation_facilities', 'two_or_more_stories', 'rental_property', 'shopping']",4304-Presley-Ct_Raleigh_NC_27604_M97386-66117,for_sale,2022-04-08T13:40:23Z,,"[{'name': 'Howard Perry & Walston Realtor', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/7b4f2a417c68e849cbb0b6864860222dl-m3512252355s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/7b4f2a417c68e849cbb0b6864860222dl-m1245788345s-w1024_h768.jpg'}]",,635000,False,9738666117,,,2941920653,,https://ap.rdcpix.com/7b4f2a417c68e849cbb0b6864860222dl-m3512252355s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1983.0,,,,8,,,,4172,8.0,,,,2.0,8,multi_family,27604,North Carolina,-78.591562,35.843403,Raleigh,NC,4304 Presley Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4304%20Presley%20Ct%2C%20Raleigh%2C%20NC%2027604&size=640x480&source=outdoor&signature=G2ana0BH8YqUvNn7NVj_od5B_iY=,37183,Wake,"[{'listing_id': '2941920653', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,
15,2022-04-14T12:07:44Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'private_backyard', 'open_floor_plan', 'floor_plan', 'master_suite']",5343-Topspin-Ct_Raleigh_NC_27609_M50136-15187,for_sale,2022-04-08T13:26:20Z,,"[{'name': 'A Cole Realty Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/107dc7f4aec16dac87a37d5f4fea2426l-m2649344519s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/107dc7f4aec16dac87a37d5f4fea2426l-m3953492773s-w1024_h768.jpg'}]",,675000,False,5013615187,,,2941920254,25000.0,https://ap.rdcpix.com/107dc7f4aec16dac87a37d5f4fea2426l-m2649344519s-w1024_h768.jpg,[{'office_name': 'A Cole Realty LLC'}],TANC,,,mls,A8C56E0120699B45B616AB175592FF43,,,,True,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2017.0,,2017-10-31,422500.0,2,,,12197.0,1895,2.0,,,2.0,1.0,3,single_family,27609,North Carolina,-78.611985,35.857645,Raleigh,NC,5343 Topspin Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5343%20Topspin%20Ct%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=Bt9OSA2ZFEfbuQaDfyXLXsoPM8w=,37183,Wake,"[{'listing_id': '2941920254', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '627432538', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,
16,2022-04-08T11:22:28Z,"['central_air', 'community_outdoor_space', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'garage_1_or_more', 'basement', 'two_or_more_stories', 'updated_kitchen', 'private_backyard', 'no_hoa', 'new_roof']",1305-Fairfax-Dr_Raleigh_NC_27609_M54881-04154,for_sale,2022-04-08T11:23:17Z,,"[{'name': 'Keller Williams Preferred Realty - Brier Creek', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/165ba74416c38dfd0e72e13bab24a670l-m2644391955s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/165ba74416c38dfd0e72e13bab24a670l-m1964911233s-w1024_h768.jpg'}]",,699000,False,5488104154,,,2941917665,,https://ap.rdcpix.com/165ba74416c38dfd0e72e13bab24a670l-m2644391955s-w1024_h768.jpg,[{'office_name': 'Keller Williams Preferred Realty'}],TANC,,,mls,9F67A1D76F4B6A2B84C5D41EDFF76E4A,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1962.0,,2019-10-28,340000.0,3,,,28314.0,2503,3.0,,,1.0,,4,single_family,27609,North Carolina,-78.61833,35.856371,Raleigh,NC,1305 Fairfax Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1305%20Fairfax%20Dr%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=xCDUD_UWMtozWiKAIC1IXZQ2rqc=,37183,Wake,"[{'listing_id': '2941917665', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2597857158', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,
17,2022-04-13T13:00:31Z,"['lake', 'new_construction', 'garage_1_or_more', 'garage_2_or_more', 'two_or_more_stories', 'modern_kitchen', 'gourmet_kitchen', 'open_kitchen', 'high_ceiling', 'smart_homes', 'shopping']",4923-Chase-Hill-Way_Raleigh_NC_27603_M97295-38395,for_sale,2022-04-08T00:00:00Z,,"[{'name': 'D.R. Horton - Raleigh-Fayetteville', 'photo': 'https://nh.rdcpix.com/f9b431662238d6b8d0c19802d57f852dn-f425485694s.jpg', 'type': 'Builder'}]",,,638350,True,9729538395,,,2941959654,,,,DRHB,417000657197,495-49756-497560000-0020,new_home,,True,,,,True,,False,,,True,False,False,new_homes_moveinready,['co_broke'],basic_opt_in,,,,,3,,1.0,,2978,4.0,,,2.0,,4,single_family,27603,North Carolina,-78.17944,35.66475,Raleigh,NC,4923 Chase Hill Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4923%20Chase%20Hill%20Way%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=G6_ZpCR6O4kOAV9ztW7m9zoO2dQ=,37101,Johnston,"[{'listing_id': '2941959654', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2941934171', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,"[{'office': {'hours': 'Mon - Sat 10:00 AM - 6:00 PM Sunday 1:00 PM - 6:00 PM', 'phones': [{'number': '(919) 925-4050', 'type': 'Office'}]}, 'builder': None}]",717000070358,The Village at Lake Wheeler,
18,2022-04-12T02:55:55Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'gourmet_kitchen', 'open_floor_plan', 'floor_plan']",607-Bragg-St_Raleigh_NC_27610_M62330-77704,for_sale,2022-04-07T23:03:03Z,,"[{'name': 'Compass North Carolina', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/307f1a45e02a943648fe2bfc7f6810fal-m2468079168s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/307f1a45e02a943648fe2bfc7f6810fal-m3734497055s-w1024_h768.jpg'}]",,650000,False,6233077704,,,2941902503,,https://ap.rdcpix.com/307f1a45e02a943648fe2bfc7f6810fal-m2468079168s-w1024_h768.jpg,[{'office_name': 'Compass -- Raleigh'}],TANC,,,mls,09271C69F056FE0FE89FFD347B3FCF24,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2019.0,,2019-08-29,1968000.0,3,,,5227.0,2168,3.0,,,,2.0,4,single_family,27610,North Carolina,-78.627455,35.765837,Raleigh,NC,607 Bragg St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=607%20Bragg%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=wBDC_WvhRCntZXR8zHSmJOTnl_U=,37183,Wake,"[{'listing_id': '2941902503', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '653248166', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '640626898', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,
19,2022-04-14T12:59:14Z,"['community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",1829-Glenwood-Ave_Raleigh_NC_27608_M57685-31778,for_sale,2022-04-07T14:27:17Z,,"[{'name': 'EXP Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/93c86e1038a440259be36dc0c2e8f3fel-m1245714322s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/93c86e1038a440259be36dc0c2e8f3fel-m353827229s-w1024_h768.jpg'}]",,650000,False,5768531778,,,2941876036,,https://ap.rdcpix.com/93c86e1038a440259be36dc0c2e8f3fel-m1245714322s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,1750D2DE6EF6D50256669A1F91A964FD,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1927.0,,1975-06-04,29000.0,1,,1.0,11761.0,1824,2.0,,,2.0,2.0,4,single_family,27608,North Carolina,-78.64789,35.80656,Raleigh,NC,1829 Glenwood Ave,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1829%20Glenwood%20Ave%2C%20Raleigh%2C%20NC%2027608&size=640x480&source=outdoor&signature=RkBJJsXAQXGp2yftPjiG2xbcbQ0=,37183,Wake,"[{'listing_id': '2941876036', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,
20,2022-04-07T11:22:07Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'medicalcare', 'shopping']",3905-Bentley-Meadow-Ln_Raleigh_NC_27612_M67529-75847,for_sale,2022-04-07T11:25:41Z,,"[{'name': 'Wieland Properties, Inc.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/6b55435df3a018b53303d9ea930fc78cl-m185291236s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/6b55435df3a018b53303d9ea930fc78cl-m2096846304s-w1024_h768.jpg'}]",,699900,False,6752975847,,,2941871108,,https://ap.rdcpix.com/6b55435df3a018b53303d9ea930fc78cl-m185291236s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,8BFB334BED540AD81B566CEED6E4F9C7,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1999.0,,2000-04-11,372500.0,2,,1.0,4792.0,3449,3.0,townhouse,,2.0,3.0,3,townhomes,27612,North Carolina,-78.7026,35.822997,Raleigh,NC,3905 Bentley Meadow Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3905%20Bentley%20Meadow%20Ln%2C%20Raleigh%2C%20NC%2027612&size=640x480&source=outdoor&signature=lzJxjLA3DgU3BjPOFExppI5yt34=,37183,Wake,"[{'listing_id': '2941871108', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,
21,2022-04-11T19:34:30Z,"['carport', 'central_air', 'community_outdoor_space', 'corner_lot', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'floor_plan', 'screen_porch', 'park', 'groundscare']",4229-Redington-Dr_Raleigh_NC_27609_M55637-42645,for_sale,2022-04-05T11:34:04Z,,"[{'name': 'Re/Max Advantage', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/a10b41a28ea969c56fafb3f943df452al-m2472185587s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/a10b41a28ea969c56fafb3f943df452al-m2918013490s-w1024_h768.jpg'}]",,675000,False,5563742645,,,2941788680,,https://ap.rdcpix.com/a10b41a28ea969c56fafb3f943df452al-m2472185587s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,F6134645E0B31919961442147EDBEB3D,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1968.0,,,,3,,1.0,15246.0,2980,4.0,,,,,5,single_family,27609,North Carolina,-78.627781,35.841939,Raleigh,NC,4229 Redington Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4229%20Redington%20Dr%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=M9-5-AZma-ByETmcXlcqI2RmamU=,37183,Wake,"[{'listing_id': '2941788680', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,
22,2022-04-13T13:00:31Z,"['lake', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'smart_homes']",4919-Chase-Hill-Way_Raleigh_NC_27603_M95497-25263,for_sale,2022-04-03T00:00:00Z,,"[{'name': 'D.R. Horton - Raleigh-Fayetteville', 'photo': 'https://nh.rdcpix.com/f9b431662238d6b8d0c19802d57f852dn-f425485694s.jpg', 'type': 'Builder'}]",,,678554,True,9549725263,,,2941959641,,,,DRHB,417000657202,495-49756-497560000-0019,new_home,,True,,,,True,,False,,,True,False,False,new_homes_moveinready,['co_broke'],basic_opt_in,,,,,3,,,,3133,3.0,,,2.0,2.0,4,single_family,27603,North Carolina,-78.71802,35.66465,Raleigh,NC,4919 Chase Hill Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4919%20Chase%20Hill%20Way%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=kw0z1CRl7UC-IvZXGJsF373dsx0=,37183,Wake,"[{'listing_id': '2941959641', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,"[{'office': {'hours': 'Mon - Sat 10:00 AM - 6:00 PM Sunday 1:00 PM - 6:00 PM', 'phones': [{'number': '(919) 925-4050', 'type': 'Office'}]}, 'builder': None}]",717000070358,The Village at Lake Wheeler,
23,2022-04-04T14:25:24Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_suite', 'big_lot']",10849-Wilmore-Dr_Raleigh_NC_27614_M53115-02075,for_sale,2022-04-01T21:28:30Z,,"[{'name': ""Hodge & Kittrell Sotheby's International Realty"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/ccefb8c56931ea3449051e0dc8597c46l-b3868380526s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/ccefb8c56931ea3449051e0dc8597c46l-b2835286174s-w1024_h768.jpg'}]",,685000,False,5311502075,,,2941717848,,https://ap.rdcpix.com/ccefb8c56931ea3449051e0dc8597c46l-b3868380526s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,5AFD2D79535695CD51F12CCE03C80524,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1985.0,,1984-09-04,18000.0,3,,,72310.0,3133,3.0,,,2.0,2.0,3,single_family,27614,North Carolina,-78.658626,35.936869,Raleigh,NC,10849 Wilmore Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10849%20Wilmore%20Dr%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=mYe725_KXWz8kzLL5D72mC9SQRM=,37183,Wake,"[{'listing_id': '2941717848', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,
24,2022-04-04T21:27:50Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'new_roof']",5404-Pine-Dr_Raleigh_NC_27606_M54286-63050,for_sale,2022-04-01T16:15:28Z,,"[{'name': 'Allen Tate Realtors-Raleigh-Glenwood', 'photo': 'https://ap.rdcpix.com/569826821/06fa19acf2f47170ca75a347468039abg-c0s.jpg', 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/34524c4278497443aaf36ed57c229543l-m1115280036s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/34524c4278497443aaf36ed57c229543l-m2737006720s-w1024_h768.jpg'}]",,615000,False,5428663050,,,2941697055,,https://ap.rdcpix.com/34524c4278497443aaf36ed57c229543l-m1115280036s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,EA013124DF711897EC4990822D879547,,,,,,,True,,True,True,False,False,advantage_pro,"['core.agent', 'core.broker', 'listing_owner_lead.broker', 'listing_owner_brand.broker']",advantage_pro,1999.0,,1997-03-03,45000.0,3,,1.0,40075.0,2856,4.0,,,2.0,2.0,4,single_family,27606,North Carolina,-78.730405,35.719347,Raleigh,NC,5404 Pine Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5404%20Pine%20Dr%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=1A-Jb4DyKmuh9RwgMIhuT7e0stc=,37183,Wake,"[{'listing_id': '2941697055', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,
25,2022-04-04T15:18:31Z,"['central_air', 'community_golf', 'community_outdoor_space', 'community_tennis_court', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'game_room', 'golf_course_lot_or_frontage', 'golf_course_view', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'master_suite', 'golf_course']",12515-Bellstone-Ln_Raleigh_NC_27614_M63149-56055,for_sale,2022-03-31T19:15:19Z,,"[{'name': 'EXP Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/c8bc570e4b00edfc6eb4c3520460c724l-m1669790630s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/c8bc570e4b00edfc6eb4c3520460c724l-m381748913s-w1024_h768.jpg'}]",,699900,False,6314956055,,,2941657377,,https://ap.rdcpix.com/c8bc570e4b00edfc6eb4c3520460c724l-m1669790630s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,3B60FF873637497F1C77192037E7E2AB,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2013.0,,2019-08-21,542000.0,4,,1.0,3920.0,4416,5.0,townhouse,,2.0,2.0,3,townhomes,27614,North Carolina,-78.563219,35.954454,Raleigh,NC,12515 Bellstone Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12515%20Bellstone%20Ln%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=rZ2oCtgtskhclFU_L2oMotg86co=,37183,Wake,"[{'listing_id': '2941657377', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2491899740', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '591353282', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '588698026', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '568781610', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,
